full_date,used_in_training
2024-01-03 06:14:22,True
2024-01-03 07:02:47,True
2024-01-03 07:14:07,True
2024-01-03 07:14:14,True
2024-01-03 07:18:15,True
2024-01-03 07:26:23,True
2024-01-03 08:24:28,True
2024-01-03 08:50:06,True
2024-01-03 08:53:23,True
2024-01-03 08:57:43,True
2024-01-03 10:21:37,True
2024-01-03 10:57:08,True
2024-01-03 10:58:57,True
2024-01-03 11:13:05,True
2024-01-03 11:18:41,True
2024-01-03 11:23:49,True
2024-01-03 11:27:13,True
2024-01-03 11:41:47,True
2024-01-03 11:50:33,True
2024-01-03 12:05:57,True
2024-01-03 12:14:58,True
2024-01-03 12:47:03,True
2024-01-03 12:51:33,True
2024-01-03 12:51:46,True
2024-01-03 12:56:53,True
2024-01-03 13:22:58,True
2024-01-03 13:25:22,True
2024-01-03 13:35:46,True
2024-01-03 14:23:22,True
2024-01-03 14:53:36,True
2024-01-03 14:55:43,True
2024-01-03 14:57:01,True
2024-01-03 15:34:20,True
2024-01-03 16:15:28,True
2024-01-03 16:34:19,True
2024-01-03 16:38:21,True
2024-01-03 16:49:26,True
2024-01-03 16:54:10,True
2024-01-03 16:56:27,True
2024-01-03 16:57:38,True
2024-01-03 17:09:02,True
2024-01-03 17:22:22,True
2024-01-03 17:43:56,True
2024-01-03 18:02:57,True
2024-01-03 18:09:52,True
2024-01-03 19:14:05,True
2024-01-03 19:24:44,True
2024-01-03 20:13:59,True
2024-01-03 20:14:39,True
2024-01-03 20:21:32,True
2024-01-03 20:24:11,True
2024-01-03 20:30:38,True
2024-01-03 21:11:41,True
2024-01-03 22:30:03,True
2024-01-03 22:30:28,True
2024-01-03 22:35:47,True
2024-01-03 22:39:03,True
2024-01-03 22:52:45,True
2024-01-03 23:02:54,True
2024-01-03 23:11:18,True
2024-01-03 23:22:38,True
2024-01-03 23:25:44,True
2024-01-03 23:36:43,True
2024-01-03 23:38:02,True
2024-01-03 23:47:35,True
2024-01-03 23:50:21,True
2024-01-03 23:55:38,True
2024-01-04 00:06:55,True
2024-01-04 00:08:36,True
2024-01-04 00:15:59,True
2024-01-04 00:20:40,True
2024-01-04 00:51:53,True
2024-01-04 00:55:23,True
2024-01-04 00:58:27,True
2024-01-04 01:14:00,True
2024-01-04 01:41:28,True
2024-01-04 01:46:02,True
2024-01-04 02:12:17,True
2024-01-04 02:13:53,True
2024-01-04 02:28:49,True
2024-01-04 02:44:17,True
2024-01-04 02:56:24,True
2024-01-04 02:59:05,True
2024-01-04 03:07:32,True
2024-01-04 03:10:54,True
2024-01-04 03:37:06,True
2024-01-04 03:53:12,True
2024-01-04 04:01:44,True
2024-01-04 04:03:00,True
2024-01-04 04:03:46,True
2024-01-04 04:11:41,True
2024-01-04 04:37:33,True
2024-01-04 04:59:03,True
2024-01-04 05:01:46,True
2024-01-04 05:04:02,True
2024-01-04 06:21:14,True
2024-01-04 06:22:29,True
2024-01-04 06:34:37,True
2024-01-04 06:45:21,True
2024-01-04 07:01:33,True
2024-01-04 07:06:43,True
2024-01-04 07:12:31,True
2024-01-04 07:30:42,True
2024-01-04 07:45:48,True
2024-01-04 07:55:51,True
2024-01-04 08:16:39,True
2024-01-04 08:43:48,True
2024-01-04 08:57:39,True
2024-01-04 09:04:43,True
2024-01-04 09:36:22,True
2024-01-04 09:43:48,True
2024-01-04 09:48:24,True
2024-01-04 10:03:05,True
2024-01-04 10:07:12,True
2024-01-04 10:28:53,True
2024-01-04 11:00:04,True
2024-01-04 11:03:05,True
2024-01-04 11:20:49,True
2024-01-04 11:23:37,True
2024-01-04 11:49:08,True
2024-01-04 12:04:05,True
2024-01-04 12:43:59,True
2024-01-04 12:47:43,True
2024-01-04 13:39:18,True
2024-01-04 14:10:51,True
2024-01-04 14:20:24,True
2024-01-04 14:39:49,True
2024-01-04 14:49:12,True
2024-01-04 14:55:40,True
2024-01-04 15:03:31,True
2024-01-04 15:17:40,True
2024-01-04 15:25:10,True
2024-01-04 15:50:15,True
2024-01-04 15:54:34,True
2024-01-04 16:16:08,True
2024-01-04 16:48:25,True
2024-01-04 17:10:20,True
2024-01-04 17:15:27,True
2024-01-04 17:16:10,True
2024-01-04 17:19:02,True
2024-01-04 17:29:36,True
2024-01-04 17:42:57,True
2024-01-04 17:54:38,True
2024-01-04 18:00:44,True
2024-01-04 18:03:23,True
2024-01-04 18:16:44,True
2024-01-04 18:18:20,True
2024-01-04 18:19:33,True
2024-01-04 18:38:01,True
2024-01-04 18:50:54,True
2024-01-04 19:00:17,True
2024-01-04 19:07:58,True
2024-01-04 19:13:58,True
2024-01-04 19:38:59,True
2024-01-04 19:39:23,True
2024-01-04 19:44:07,True
2024-01-04 20:11:55,True
2024-01-04 20:16:06,True
2024-01-04 20:27:36,True
2024-01-04 21:11:01,True
2024-01-04 21:24:47,True
2024-01-04 21:29:07,True
2024-01-04 21:56:23,True
2024-01-04 21:59:57,True
2024-01-04 22:06:46,True
2024-01-04 22:17:16,True
2024-01-04 22:23:12,True
2024-01-04 22:26:34,True
2024-01-04 22:42:09,True
2024-01-04 23:14:27,True
2024-01-04 23:28:06,True
2024-01-05 00:11:59,True
2024-01-05 00:17:31,True
2024-01-05 00:30:03,True
2024-01-05 00:42:32,True
2024-01-05 00:57:18,True
2024-01-05 01:00:01,True
2024-01-05 01:09:46,True
2024-01-05 01:18:29,True
2024-01-05 01:21:00,True
2024-01-05 01:23:16,True
2024-01-05 01:23:57,True
2024-01-05 01:24:52,True
2024-01-05 01:27:53,True
2024-01-05 01:31:29,True
2024-01-05 01:36:58,True
2024-01-05 02:04:31,True
2024-01-05 02:11:43,True
2024-01-05 02:18:15,True
2024-01-05 02:26:26,True
2024-01-05 02:30:52,True
2024-01-05 02:48:53,True
2024-01-05 02:57:12,True
2024-01-05 03:31:55,True
2024-01-05 03:35:47,True
2024-01-05 04:02:15,True
2024-01-05 04:09:53,True
2024-01-05 04:26:33,True
2024-01-05 04:42:16,True
2024-01-05 05:39:30,True
2024-01-05 05:56:52,True
2024-01-05 06:21:12,True
2024-01-05 06:31:19,True
2024-01-05 07:03:27,True
2024-01-05 07:08:38,True
2024-01-05 07:46:26,True
2024-01-05 07:50:33,True
2024-01-05 08:29:50,True
2024-01-05 08:32:15,True
2024-01-05 08:56:33,True
2024-01-05 09:06:13,True
2024-01-05 09:22:16,True
2024-01-05 09:34:26,True
2024-01-05 09:51:13,True
2024-01-05 09:51:23,True
2024-01-05 09:59:09,True
2024-01-05 10:03:07,True
2024-01-05 10:32:43,True
2024-01-05 10:34:29,True
2024-01-05 10:38:16,True
2024-01-05 10:43:53,True
2024-01-05 10:51:34,True
2024-01-05 11:19:34,True
2024-01-05 12:01:54,True
2024-01-05 12:06:18,True
2024-01-05 12:20:53,True
2024-01-05 12:40:11,True
2024-01-05 12:46:56,True
2024-01-05 12:51:14,True
2024-01-05 13:46:09,True
2024-01-05 14:05:16,True
2024-01-05 14:06:12,True
2024-01-05 14:21:47,True
2024-01-05 14:36:03,True
2024-01-05 14:37:44,True
2024-01-05 14:48:09,True
2024-01-05 14:48:40,True
2024-01-05 15:00:52,True
2024-01-05 15:03:26,True
2024-01-05 15:09:22,True
2024-01-05 15:25:13,True
2024-01-05 15:27:02,True
2024-01-05 15:50:27,True
2024-01-05 15:56:41,True
2024-01-05 16:03:36,True
2024-01-05 16:12:21,True
2024-01-05 16:15:51,True
2024-01-05 16:23:56,True
2024-01-05 16:58:08,True
2024-01-05 17:05:57,True
2024-01-05 17:11:20,True
2024-01-05 17:13:55,True
2024-01-05 17:36:57,True
2024-01-05 17:48:29,True
2024-01-05 17:58:47,True
2024-01-05 18:32:58,True
2024-01-05 18:39:43,True
2024-01-05 18:59:47,True
2024-01-05 19:22:11,True
2024-01-05 19:22:27,True
2024-01-05 19:43:19,True
2024-01-05 20:29:42,True
2024-01-05 20:39:11,True
2024-01-05 20:55:32,True
2024-01-05 20:58:01,True
2024-01-05 21:07:59,True
2024-01-05 21:30:21,True
2024-01-05 21:46:57,True
2024-01-05 21:50:10,True
2024-01-05 21:50:15,True
2024-01-05 21:56:46,True
2024-01-05 22:11:31,True
2024-01-05 23:13:01,True
2024-01-05 23:16:48,True
2024-01-05 23:36:45,True
2024-01-05 23:46:13,True
2024-01-05 23:59:24,True
2024-01-06 00:09:24,True
2024-01-06 00:30:49,True
2024-01-06 00:47:09,True
2024-01-06 00:59:20,True
2024-01-06 01:02:14,True
2024-01-06 01:11:53,True
2024-01-06 01:58:21,True
2024-01-06 02:24:08,True
2024-01-06 02:39:48,True
2024-01-06 02:41:24,True
2024-01-06 03:23:12,True
2024-01-06 03:27:11,True
2024-01-06 03:32:12,True
2024-01-06 03:34:00,True
2024-01-06 03:58:28,True
2024-01-06 04:07:55,True
2024-01-06 05:04:46,True
2024-01-06 05:08:17,True
2024-01-06 05:39:59,True
2024-01-06 06:03:28,True
2024-01-06 06:15:47,True
2024-01-06 06:30:48,True
2024-01-06 06:39:30,True
2024-01-06 06:54:36,True
2024-01-06 08:00:43,True
2024-01-06 08:02:19,True
2024-01-06 08:05:47,True
2024-01-06 08:29:22,True
2024-01-06 08:30:25,True
2024-01-06 08:44:23,True
2024-01-06 09:15:33,True
2024-01-06 09:29:18,True
2024-01-06 09:33:27,True
2024-01-06 09:41:38,True
2024-01-06 09:48:26,True
2024-01-06 09:52:35,True
2024-01-06 09:55:47,True
2024-01-06 10:16:44,True
2024-01-06 10:23:30,True
2024-01-06 10:26:24,True
2024-01-06 10:26:29,True
2024-01-06 10:26:30,True
2024-01-06 10:34:00,True
2024-01-06 10:48:04,True
2024-01-06 10:54:38,True
2024-01-06 11:11:16,True
2024-01-06 11:18:06,True
2024-01-06 11:36:24,True
2024-01-06 11:50:07,True
2024-01-06 12:04:45,True
2024-01-06 12:04:48,True
2024-01-06 12:14:28,True
2024-01-06 12:31:31,True
2024-01-06 12:34:14,True
2024-01-06 13:41:09,True
2024-01-06 13:49:17,True
2024-01-06 14:20:38,True
2024-01-06 14:21:06,True
2024-01-06 14:25:04,True
2024-01-06 14:28:45,True
2024-01-06 14:55:37,True
2024-01-06 15:16:57,True
2024-01-06 15:32:43,True
2024-01-06 16:10:01,True
2024-01-06 16:41:25,True
2024-01-06 16:50:04,True
2024-01-06 17:22:38,True
2024-01-06 17:35:09,True
2024-01-06 17:39:18,True
2024-01-06 17:46:00,True
2024-01-06 18:03:38,True
2024-01-06 18:15:45,True
2024-01-06 18:21:07,True
2024-01-06 18:22:14,True
2024-01-06 18:40:30,True
2024-01-06 19:04:28,True
2024-01-06 19:06:23,True
2024-01-06 19:17:20,True
2024-01-06 19:23:49,True
2024-01-06 19:53:15,True
2024-01-06 20:11:30,True
2024-01-06 20:15:56,True
2024-01-06 20:30:59,True
2024-01-06 20:31:15,True
2024-01-06 20:35:01,True
2024-01-06 20:39:04,True
2024-01-06 21:02:12,True
2024-01-06 21:05:11,True
2024-01-06 21:15:51,True
2024-01-06 21:18:54,True
2024-01-06 21:39:55,True
2024-01-06 21:58:09,True
2024-01-06 22:49:52,True
2024-01-06 23:14:04,True
2024-01-06 23:28:24,True
2024-01-06 23:31:41,True
2024-01-06 23:47:08,True
2024-01-07 00:03:15,True
2024-01-07 00:06:12,True
2024-01-07 00:11:37,True
2024-01-07 00:13:54,True
2024-01-07 00:30:49,True
2024-01-07 00:32:59,True
2024-01-07 00:46:30,True
2024-01-07 01:27:15,True
2024-01-07 01:40:42,True
2024-01-07 01:48:14,True
2024-01-07 01:52:15,True
2024-01-07 02:01:48,True
2024-01-07 02:16:08,True
2024-01-07 02:57:16,True
2024-01-07 03:00:02,True
2024-01-07 04:12:20,True
2024-01-07 04:12:21,True
2024-01-07 04:35:12,True
2024-01-07 04:47:47,True
2024-01-07 05:09:04,True
2024-01-07 05:12:11,True
2024-01-07 05:13:37,True
2024-01-07 05:26:27,True
2024-01-07 06:04:17,True
2024-01-07 06:31:04,True
2024-01-07 07:04:16,True
2024-01-07 07:08:21,True
2024-01-07 07:30:31,True
2024-01-07 08:02:44,True
2024-01-07 08:11:39,True
2024-01-07 08:13:22,True
2024-01-07 08:16:08,True
2024-01-07 08:28:51,True
2024-01-07 08:43:34,True
2024-01-07 08:44:16,True
2024-01-07 08:47:14,True
2024-01-07 08:54:32,True
2024-01-07 09:08:52,True
2024-01-07 09:18:57,True
2024-01-07 09:28:47,True
2024-01-07 09:41:24,True
2024-01-07 09:55:52,True
2024-01-07 10:00:02,True
2024-01-07 10:29:51,True
2024-01-07 10:47:13,True
2024-01-07 11:01:52,True
2024-01-07 11:02:21,True
2024-01-07 11:25:09,True
2024-01-07 12:00:43,True
2024-01-07 12:07:48,True
2024-01-07 12:28:47,True
2024-01-07 12:38:46,True
2024-01-07 13:55:35,True
2024-01-07 14:01:28,True
2024-01-07 14:04:28,True
2024-01-07 14:10:25,True
2024-01-07 14:23:44,True
2024-01-07 15:14:11,True
2024-01-07 15:18:15,True
2024-01-07 15:27:43,True
2024-01-07 15:30:40,True
2024-01-07 16:00:21,True
2024-01-07 16:01:05,True
2024-01-07 16:04:19,True
2024-01-07 16:20:20,True
2024-01-07 16:24:41,True
2024-01-07 16:33:24,True
2024-01-07 17:13:05,True
2024-01-07 17:14:56,True
2024-01-07 17:24:24,True
2024-01-07 17:35:47,True
2024-01-07 17:43:54,True
2024-01-07 17:57:36,True
2024-01-07 18:03:15,True
2024-01-07 18:06:14,True
2024-01-07 18:17:00,True
2024-01-07 18:21:53,True
2024-01-07 18:33:26,True
2024-01-07 18:43:58,True
2024-01-07 18:46:24,True
2024-01-07 18:47:27,True
2024-01-07 19:05:39,True
2024-01-07 19:50:36,True
2024-01-07 20:08:14,True
2024-01-07 20:10:22,True
2024-01-07 20:34:38,True
2024-01-07 20:43:53,True
2024-01-07 20:44:40,True
2024-01-07 20:47:55,True
2024-01-07 21:11:08,True
2024-01-07 21:14:21,True
2024-01-07 21:37:10,True
2024-01-07 21:42:09,True
2024-01-07 21:44:05,True
2024-01-07 21:48:19,True
2024-01-07 22:10:30,True
2024-01-07 22:29:26,True
2024-01-07 22:43:05,True
2024-01-07 22:56:48,True
2024-01-07 23:02:35,True
2024-01-07 23:10:38,True
2024-01-07 23:22:05,True
2024-01-07 23:33:42,True
2024-01-07 23:38:45,True
2024-01-07 23:40:41,True
2024-01-07 23:50:44,True
2024-01-07 23:57:39,True
2024-01-08 00:18:06,True
2024-01-08 00:18:30,True
2024-01-08 00:21:53,True
2024-01-08 00:42:37,True
2024-01-08 01:22:43,True
2024-01-08 01:40:46,True
2024-01-08 02:09:42,True
2024-01-08 02:18:29,True
2024-01-08 02:26:11,True
2024-01-08 02:42:45,True
2024-01-08 02:56:10,True
2024-01-08 03:02:18,True
2024-01-08 03:07:24,True
2024-01-08 03:12:47,True
2024-01-08 03:40:45,True
2024-01-08 04:06:42,True
2024-01-08 04:15:08,True
2024-01-08 04:30:30,True
2024-01-08 04:38:19,True
2024-01-08 04:58:08,True
2024-01-08 05:27:34,True
2024-01-08 05:52:33,True
2024-01-08 06:37:04,True
2024-01-08 06:38:46,True
2024-01-08 06:40:26,True
2024-01-08 06:41:49,True
2024-01-08 06:58:05,True
2024-01-08 07:09:31,True
2024-01-08 07:14:00,True
2024-01-08 07:23:48,True
2024-01-08 07:53:03,True
2024-01-08 07:54:53,True
2024-01-08 08:02:56,True
2024-01-08 08:07:31,True
2024-01-08 08:13:12,True
2024-01-08 08:31:34,True
2024-01-08 08:38:36,True
2024-01-08 09:03:39,True
2024-01-08 09:18:19,True
2024-01-08 09:59:50,True
2024-01-08 10:35:40,True
2024-01-08 10:39:44,True
2024-01-08 11:12:58,True
2024-01-08 11:18:52,True
2024-01-08 11:41:15,True
2024-01-08 11:43:00,True
2024-01-08 12:09:50,True
2024-01-08 12:11:26,True
2024-01-08 12:22:01,True
2024-01-08 12:26:57,True
2024-01-08 12:32:25,True
2024-01-08 12:33:32,True
2024-01-08 12:33:59,True
2024-01-08 12:34:39,True
2024-01-08 12:46:35,True
2024-01-08 12:49:15,True
2024-01-08 12:53:11,True
2024-01-08 12:58:11,True
2024-01-08 13:00:21,True
2024-01-08 13:04:11,True
2024-01-08 13:19:42,True
2024-01-08 13:35:29,True
2024-01-08 13:37:34,True
2024-01-08 14:03:56,True
2024-01-08 14:49:57,True
2024-01-08 14:51:27,True
2024-01-08 15:01:37,True
2024-01-08 15:37:14,True
2024-01-08 15:37:22,True
2024-01-08 15:42:17,True
2024-01-08 16:01:33,True
2024-01-08 16:06:24,True
2024-01-08 16:10:44,True
2024-01-08 16:11:17,True
2024-01-08 16:14:54,True
2024-01-08 16:37:42,True
2024-01-08 17:22:07,True
2024-01-08 17:28:00,True
2024-01-08 17:40:50,True
2024-01-08 17:41:52,True
2024-01-08 18:07:49,True
2024-01-08 18:34:51,True
2024-01-08 19:06:26,True
2024-01-08 19:28:34,True
2024-01-08 19:53:38,True
2024-01-08 20:05:31,True
2024-01-08 20:13:06,True
2024-01-08 21:11:49,True
2024-01-08 21:15:40,True
2024-01-08 21:32:05,True
2024-01-08 21:32:32,True
2024-01-08 21:40:07,True
2024-01-08 21:44:46,True
2024-01-08 21:51:23,True
2024-01-08 21:58:22,True
2024-01-08 22:00:17,True
2024-01-08 22:06:51,True
2024-01-08 22:12:38,True
2024-01-08 22:20:57,True
2024-01-08 22:24:05,True
2024-01-08 22:31:43,True
2024-01-08 22:55:53,True
2024-01-08 22:56:32,True
2024-01-08 23:07:53,True
2024-01-08 23:23:52,True
2024-01-08 23:41:53,True
2024-01-09 00:32:14,True
2024-01-09 00:35:19,True
2024-01-09 00:35:20,True
2024-01-09 00:36:54,True
2024-01-09 00:37:00,True
2024-01-09 01:18:02,True
2024-01-09 01:41:40,True
2024-01-09 01:42:44,True
2024-01-09 01:46:42,True
2024-01-09 01:50:38,True
2024-01-09 01:54:48,True
2024-01-09 03:16:45,True
2024-01-09 03:17:33,True
2024-01-09 03:53:22,True
2024-01-09 04:26:35,True
2024-01-09 04:28:17,True
2024-01-09 05:08:16,True
2024-01-09 05:27:33,True
2024-01-09 05:57:25,True
2024-01-09 06:03:02,True
2024-01-09 06:06:16,True
2024-01-09 06:09:57,True
2024-01-09 06:14:49,True
2024-01-09 06:34:08,True
2024-01-09 06:46:26,True
2024-01-09 06:49:48,True
2024-01-09 06:54:16,True
2024-01-09 07:22:26,True
2024-01-09 07:32:54,True
2024-01-09 07:38:09,True
2024-01-09 07:40:32,True
2024-01-09 07:42:06,True
2024-01-09 08:43:20,True
2024-01-09 09:15:13,True
2024-01-09 09:17:51,True
2024-01-09 09:21:04,True
2024-01-09 09:34:51,True
2024-01-09 09:37:59,True
2024-01-09 10:07:23,True
2024-01-09 10:18:10,True
2024-01-09 11:12:43,True
2024-01-09 11:16:41,True
2024-01-09 11:35:30,True
2024-01-09 11:39:16,True
2024-01-09 11:47:46,True
2024-01-09 12:44:14,True
2024-01-09 12:47:32,True
2024-01-09 12:48:23,True
2024-01-09 13:26:10,True
2024-01-09 13:28:23,True
2024-01-09 13:46:45,True
2024-01-09 14:10:55,True
2024-01-09 14:25:04,True
2024-01-09 15:12:46,True
2024-01-09 15:27:36,True
2024-01-09 15:31:26,True
2024-01-09 15:40:11,True
2024-01-09 16:20:00,True
2024-01-09 16:24:23,True
2024-01-09 16:55:32,True
2024-01-09 16:59:50,True
2024-01-09 17:17:13,True
2024-01-09 17:25:58,True
2024-01-09 17:30:14,True
2024-01-09 17:32:04,True
2024-01-09 17:36:31,True
2024-01-09 17:38:39,True
2024-01-09 17:53:57,True
2024-01-09 17:54:47,True
2024-01-09 18:04:44,True
2024-01-09 18:57:03,True
2024-01-09 19:21:58,True
2024-01-09 19:34:27,True
2024-01-09 19:53:38,True
2024-01-09 20:42:43,True
2024-01-09 21:04:47,True
2024-01-09 21:09:01,True
2024-01-09 21:19:48,True
2024-01-09 22:01:38,True
2024-01-09 22:13:28,True
2024-01-09 22:16:12,True
2024-01-09 22:27:18,True
2024-01-09 22:33:01,True
2024-01-09 22:42:16,True
2024-01-09 22:43:10,True
2024-01-09 22:57:28,True
2024-01-09 23:15:58,True
2024-01-09 23:41:42,True
2024-01-09 23:47:43,True
2024-01-10 00:00:36,True
2024-01-10 00:31:57,True
2024-01-10 00:40:01,True
2024-01-10 01:41:40,True
2024-01-10 01:51:14,True
2024-01-10 02:04:29,True
2024-01-10 02:07:50,True
2024-01-10 02:19:55,True
2024-01-10 02:21:17,True
2024-01-10 02:36:42,True
2024-01-10 02:50:08,True
2024-01-10 02:52:46,True
2024-01-10 03:16:01,True
2024-01-10 03:23:37,True
2024-01-10 04:14:39,True
2024-01-10 04:14:46,True
2024-01-10 04:49:19,True
2024-01-10 05:23:34,True
2024-01-10 05:23:59,True
2024-01-10 05:28:55,True
2024-01-10 06:24:15,True
2024-01-10 06:25:25,True
2024-01-10 06:39:50,True
2024-01-10 06:56:51,True
2024-01-10 06:56:54,True
2024-01-10 06:59:17,True
2024-01-10 07:15:08,True
2024-01-10 07:49:03,True
2024-01-10 07:58:16,True
2024-01-10 07:58:17,True
2024-01-10 08:42:55,True
2024-01-10 09:06:10,True
2024-01-10 09:15:12,True
2024-01-10 09:16:52,True
2024-01-10 09:23:38,True
2024-01-10 09:26:20,True
2024-01-10 09:52:49,True
2024-01-10 10:04:36,True
2024-01-10 10:15:14,True
2024-01-10 10:17:09,True
2024-01-10 10:28:19,True
2024-01-10 10:29:01,True
2024-01-10 10:49:07,True
2024-01-10 10:51:04,True
2024-01-10 10:54:34,True
2024-01-10 10:57:30,True
2024-01-10 11:06:44,True
2024-01-10 11:10:28,True
2024-01-10 11:16:53,True
2024-01-10 11:28:36,True
2024-01-10 12:00:08,True
2024-01-10 12:16:33,True
2024-01-10 12:36:10,True
2024-01-10 12:47:13,True
2024-01-10 13:00:14,True
2024-01-10 13:16:33,True
2024-01-10 13:20:02,True
2024-01-10 13:32:26,True
2024-01-10 13:54:32,True
2024-01-10 13:57:32,True
2024-01-10 14:04:09,True
2024-01-10 14:04:18,True
2024-01-10 14:35:55,True
2024-01-10 14:43:26,True
2024-01-10 15:15:04,True
2024-01-10 15:30:42,True
2024-01-10 15:45:26,True
2024-01-10 15:48:42,True
2024-01-10 15:52:04,True
2024-01-10 15:56:59,True
2024-01-10 16:00:08,True
2024-01-10 16:24:55,True
2024-01-10 16:29:13,True
2024-01-10 16:29:42,True
2024-01-10 16:45:26,True
2024-01-10 16:49:34,True
2024-01-10 17:07:45,True
2024-01-10 17:39:57,True
2024-01-10 17:44:09,True
2024-01-10 17:49:29,True
2024-01-10 17:55:02,True
2024-01-10 18:19:56,True
2024-01-10 18:40:36,True
2024-01-10 18:45:14,True
2024-01-10 18:49:56,True
2024-01-10 18:55:39,True
2024-01-10 19:16:11,True
2024-01-10 19:19:54,True
2024-01-10 19:26:05,True
2024-01-10 19:29:16,True
2024-01-10 19:34:17,True
2024-01-10 19:45:25,True
2024-01-10 19:47:52,True
2024-01-10 20:27:13,True
2024-01-10 20:36:33,True
2024-01-10 20:53:47,True
2024-01-10 21:00:03,True
2024-01-10 21:27:40,True
2024-01-10 21:30:27,True
2024-01-10 21:31:03,True
2024-01-10 21:32:44,True
2024-01-10 21:33:07,True
2024-01-10 21:45:58,True
2024-01-10 22:11:31,True
2024-01-10 22:59:09,True
2024-01-10 23:27:34,True
2024-01-10 23:30:52,True
2024-01-10 23:39:27,True
2024-01-11 00:31:30,True
2024-01-11 00:31:44,True
2024-01-11 00:34:19,True
2024-01-11 00:45:47,True
2024-01-11 01:02:09,True
2024-01-11 01:14:10,True
2024-01-11 01:14:12,True
2024-01-11 01:34:41,True
2024-01-11 01:40:39,True
2024-01-11 01:49:24,True
2024-01-11 01:50:26,True
2024-01-11 01:57:59,True
2024-01-11 02:09:51,True
2024-01-11 02:28:26,True
2024-01-11 02:39:27,True
2024-01-11 02:44:58,True
2024-01-11 02:58:57,True
2024-01-11 02:59:02,True
2024-01-11 03:03:53,True
2024-01-11 03:15:53,True
2024-01-11 03:18:35,True
2024-01-11 03:21:07,True
2024-01-11 03:38:03,True
2024-01-11 03:43:48,True
2024-01-11 03:48:02,True
2024-01-11 04:13:13,True
2024-01-11 04:14:05,True
2024-01-11 04:15:37,True
2024-01-11 04:33:35,True
2024-01-11 05:18:10,True
2024-01-11 05:28:00,True
2024-01-11 05:33:08,True
2024-01-11 05:35:27,True
2024-01-11 06:20:34,True
2024-01-11 06:36:03,True
2024-01-11 07:00:32,True
